"單位名稱","地址_縣市","地址_鄉鎮市區","地址","設立地址","機構狀態","服務類型","評鑑等級","未評鑑原因","電話","傳真","單位網址","單位電子信箱","服務可提供量","許可_總床數","許可_養護床","許可_長照床","許可_安養床",
"高雄市私立慈融老人長期照顧中心(養護型)","高雄市","三民區","中華二路213號","高雄市三民區中華二路213號","1","養護型機構","<year=103&class=2>","","?07-3223278","?07-3158941","無","?zulong2012@yahoo.com.tw","True","42","42","0","0",
"高雄市私立德安養護之家","高雄市","三民區","博愛一路55號11樓","高雄市三民區博愛一路55號11樓","1","養護型機構","<year=103&class=1>","","?07-3121010","?07-3116306","無","?3121010@livemail.tw","True","47","47","0","0",
"高雄市私立天誠老人養護中心","高雄市","三民區","九如二路150號5樓、5樓之1","高雄市三民區九如二路150號5樓、5樓之1","1","養護型機構","<year=104&class=2>","","07-3125009","無","無","無","True","49","49","0","0",
"高雄市私立安心老人長期照顧中心(養護型)","高雄市","三民區","凱歌路161號1樓","高雄市三民區凱歌路161號1樓","1","養護型機構","<year=104&class=3>","","?07-2223077","?07-2220642","無","?sin3137999@yahoo.com.tw","True","38","38","0","0",
"高雄市私立永康老人養護中心","高雄市","三民區","建國二路2號8樓","高雄市三民區建國二路2號8樓","1","養護型機構","<year=102&class=3>","","07-2388603","無","無","無","True","40","40","0","0",
"高雄市私立大昌老人長期照顧中心(養護型)","高雄市","三民區","大昌二路346號2、3樓","高雄市三民區大昌二路346號2、3樓","1","養護型機構","<year=104&class=2>","","?07-3835495","07-3961074","https://www.facebook.com/DC.longcare","?a3835495@yahoo.com.tw","True","36","36","0","0",
"高雄市私立高生老人養護中心","高雄市","三民區","博愛一路372號8樓","高雄市三民區博愛一路372號8樓","1","養護型機構","<year=104&class=2>","","?07-3138631","?07-3226900","無","?boy9103643@yahoo.com","True","30","30","0","0",
"高雄市私立佛心老人長期照顧中心(養護型)","高雄市","三民區","寶安街62號1-2樓","高雄市三民區寶安街62號1-2樓","1","養護型機構","<year=104&class=2>","","?07-3873677","?07-3964569","無","?sin3137999@yahoo.com.tw","True","49","49","0","0",
"高雄市私立昭和養護之家","高雄市","三民區","九如二路295號1-5樓","高雄市三民區九如二路295號1-5樓","1","養護型機構","<year=103&class=2>","","?07-3222749","?07-3136439","無","?rain98067@yahoo.com.tw","True","40","40","0","0",
"高雄市私立新榮總養護中心","高雄市","三民區","鼎金後路536號1樓","高雄市三民區鼎金後路536號1樓","1","養護型機構","<year=103&class=2>","","07-3476243","無","無","無","True","49","49","0","0",
"高雄市私立長生老人養護中心","高雄市","三民區","清華街33號","高雄市三民區清華街33號","1","養護型機構","<year=102&class=3>","","?07-3898521","?07-7451242","無","?ev8268@yahoo.com.tw","True","31","31","0","0",
"高雄市私立仁祥養護之家","高雄市","三民區","九如一路299、301號1-5樓","高雄市三民區九如一路299、301號1-5樓","1","養護型機構","<year=102&class=3>","","?07-3973255","?07-3853686","http://www.ss995.com.tw/","?k3973255k@gmail.com","True","47","47","0","0",
"高雄市私立信心養護中心","高雄市","三民區","自由一路61號1.2樓","高雄市三民區自由一路61號1.2樓","1","養護型機構","<year=102&class=3>","","?07-3137999","?07-3219082","無","?sin3137999@yahoo.com.tw","True","40","40","0","0",
"高雄市私立新東海老人長期照顧中心(養護型)","高雄市","三民區","鼎中路218號","高雄市三民區鼎中路218號","1","養護型機構","<year=103&class=2>","","?07-3471231","?07-3475838","無","?tonhey5838@yahoo.com.tw","True","49","49","0","0",
"高雄市私立立昌老人長期照顧中心(養護型)","高雄市","三民區","大昌二路346號4、5樓","高雄市三民區大昌二路346號4、5樓","1","養護型機構","<year=102&class=2>","","?07-3835495","?07-3961074","www.facebook.com/DC.longcare","?a3835495@yahoo.com.tw","True","31","31","0","0",
"高雄市私立珍心老人長期照顧中心(養護型)","高雄市","三民區","建工路445號1樓","高雄市三民區建工路445號1樓","1","養護型機構","無","3","07-3806101","無","無","無","True","40","40","0","0",
"高雄市私立家恩老人長期照顧中心(養護型)","高雄市","新興區","民主路26號2樓、3樓","高雄市新興區民主路26號2樓、3樓","1","養護型機構","<year=104&class=2>","","?07-2862076","?07-2865478","http://a3632290.myweb.hinet.net","?whn.jane@msa.hinet.net","True","49","49","0","0",
"高雄市私立大順老人長期照顧中心（養護型）","高雄市","前金區","七賢二路220-8號1-5樓","高雄市前金區七賢二路220-8號1-5樓","1","養護型機構","<year=103&class=2>","","07-2015501","無","無","無","True","48","48","0","0",
"高雄市私立孝升老人養護中心","高雄市","前金區","七賢二路256號1-6樓","高雄市前金區七賢二路256號1-6樓","1","養護型機構","<year=104&class=2>","","?07-3115824","?07-2726876","http://www.ss995.com.tw/","?h2723067@gmail.com","True","49","49","0","0",
"高雄市私立安安養護之家","高雄市","前金區","中正四路105號3~4樓","高雄市前金區中正四路105號3~4樓","1","養護型機構","<year=103&class=2>","","07-2412956","無","無","無","True","47","47","0","0",
"高雄市私立健生老人養護中心","高雄市","前金區","七賢二路426號3樓","高雄市前金區七賢二路426號3樓","1","養護型機構","<year=102&class=2>","","?07-2614912","?07-2614913","無","?jin_sann@yahoo.com.tw","True","48","48","0","0",
"信義醫療財團法人附設高雄市私立方舟養護之家","高雄市","苓雅區","成功一路135巷26號1~5樓","高雄市苓雅區成功一路135巷26號1~5樓","1","養護型機構","<year=102&class=2>","","?07-3321111","?07-3365006","http://www.kch.org.tw/","?2322@kch.org.tw","True","86","86","0","0",
"高雄市私立新立養護中心","高雄市","苓雅區","三多四路63號9樓之7","高雄市苓雅區三多四路63號9樓之7","1","養護型機構","<year=104&class=2>","","?07-3383888","?07-3303845","無","?sinli.home@msa.hinet.net","True","37","37","0","0",
"高雄市私立吉翁養護之家","高雄市","苓雅區","澄清路200號1-2樓","高雄市苓雅區澄清路200號1-2樓","1","養護型機構","<year=102&class=3>","","?07-7470522","?07-7490652","無","?buee740522@yahoo.com.tw","True","46","46","0","0",
"高雄市私立芳園老人長期照顧中心(養護型)","高雄市","苓雅區","文山路142號","高雄市苓雅區文山路142號","1","養護型機構","無","3","07-7470306","無","無","無","True","48","48","0","0",
"高雄市私立上和老人長期照顧中心(養護型)","高雄市","前鎮區","草衙中街95號","高雄市前鎮區草衙中街95號","1","養護型機構","無","3","07-8127575","無","無","無","True","38","38","0","0",
"高雄市私立幸福一家老人長期照顧中心(養護型)","高雄市","前鎮區","漁港路93-1號1-5樓","高雄市前鎮區漁港路93-1號1-5樓","1","養護型機構","<year=102&class=3>","","07-8157277","無","無","無","True","49","49","0","0",
"高雄市私立親親老人長期照顧中心(養護型)","高雄市","前鎮區","和平二路205、207號5樓","高雄市前鎮區和平二路205、207號5樓","1","養護型機構","<year=104&class=2>","","?07-7220251","?07-7221964","無","無","True","46","46","0","0",
"高雄市私立順心老人長期照顧中心(養護型)","高雄市","前鎮區","瑞隆路591號1、2樓","高雄市前鎮區瑞隆路591號1、2樓","1","養護型機構","<year=104&class=2>","","?07-7270011","?07-7211151","無","?sin3137999@yahoo.com.tw","True","35","35","0","0",
"高雄市私立人本老人長期照顧中心(養護型)","高雄市","前鎮區","和平二路203號1、2樓","高雄市前鎮區和平二路203號1、2樓","1","養護型機構","<year=104&class=3>","","?07-722-0251","?07-7221964","無","無","True","23","23","0","0",
"高雄市私立和信老人長期照顧中心(養護型)","高雄市","前鎮區","和平二路207號6樓、203號7樓","高雄市前鎮區和平二路207號6樓、203號7樓","1","養護型機構","<year=102&class=2>","","??07-7220726","?07-7222347","無","?ho.si6456@msa.hinet.net","True","47","47","0","0",
"高雄市私立溫心養護中心","高雄市","前鎮區","廣西路200號1-3樓","高雄市前鎮區廣西路200號1-3樓","1","養護型機構","<year=102&class=3>","","?07-3339696","?07-5360242","無","?sin3137999@yahoo.com.tw","True","49","49","0","0",
"高雄市私立合信老人長期照顧中心（養護型）","高雄市","前鎮區","和平二路203,207號11樓","高雄市前鎮區和平二路203,207號11樓","1","養護型機構","<year=104&class=3>","","07-7220726","無","無","無","True","36","36","0","0",
"高雄市私立松林老人長期照顧中心（養護型）","高雄市","前鎮區","和平二路207號9樓","高雄市前鎮區和平二路207號9樓","1","養護型機構","<year=102&class=2>","","?07-722-0251","?07-7221964","無","無","True","17","17","0","0",
"高雄市私立雙喜老人長期照顧中心(養護型)","高雄市","前鎮區","和平二路205,207號10樓","高雄市前鎮區和平二路205,207號10樓","1","養護型機構","<year=102&class=2>","","?07-722-0251","?07-7221964","無","無","True","47","47","0","0",
"高雄市私立全人老人長期照顧中心（養護型）","高雄市","前鎮區","和平二路203號6樓","高雄市前鎮區和平二路203號6樓","1","養護型機構","<year=102&class=2>","","?07-7617665","?07-7529206","無","?tsangsammei@yahoo.com.tw","True","31","31","0","0",
"高雄市私立心橋老人長期照顧中心(養護型)","高雄市","前鎮區","和平二路203,205號3樓","高雄市前鎮區和平二路203,205號3樓","1","養護型機構","<year=104&class=3>","","?07-7220251","?07-7221964","無","無","True","39","39","0","0",
"高雄市私立安仁老人長期照顧中心(養護型)","高雄市","前鎮區","和平二路203,205,207號4樓","高雄市前鎮區和平二路203,205,207號4樓","1","養護型機構","<year=104&class=3>","","?07-7226456","?07-7225990","無","?annt713300@yahoo.com.tw","True","49","49","0","0",
"高雄市私立安和老人長期照顧中心（養護型）","高雄市","前鎮區","前鎮區和平二路205、207號12樓","高雄市前鎮區前鎮區和平二路205、207號12樓","1","養護型機構","<year=104&class=3>","","?07-7222333","?07-7225990","無","?annt713300@yahoo.com.tw","True","49","49","0","0",
"高雄市私立祐安養護中心","高雄市","小港區","宏平路292號","高雄市小港區宏平路292號","1","養護型機構","<year=103&class=3>","","?07-8036565","?07-8053310","無","?sin3137999@yahoo.com.tw","True","29","29","0","0",
"高雄市私立祥和養護中心","高雄市","小港區","民益路27號","高雄市小港區民益路27號","1","養護型機構","<year=103&class=3>","","?07-8063516","?07-8063517","無","無","True","43","43","0","0",
"高雄市私立人慈養護之家","高雄市","小港區","高坪二十三路710、712號1樓","高雄市小港區高坪二十三路710、712號1樓","1","養護型機構","<year=102&class=1>","","?07-8913399","?07-8913343","無","?je_tzu@yahoo.com.tw","True","34","34","0","0",
"高雄市私立人愛養護之家","高雄市","小港區","高坪二十三路712號2-3樓","高雄市小港區高坪二十三路712號2-3樓","1","養護型機構","<year=102&class=1>","","?07-8913131","?07-8913343","無","?je_tzu@yahoo.com.tw","True","44","44","0","0",
"高雄市私立康庭老人長期照顧中心（養護型）","高雄市","小港區","高坪二十街25巷51號","高雄市小港區高坪二十街25巷51號","1","養護型機構","<year=102&class=2>","","?07-8913966","?07-8913566","http://kangting.com.tw","?kangting888@gmail.com","True","40","40","0","0",
"高雄市私立傳祐老人長期照顧中心(養護型)","高雄市","小港區","沿海一路377號","高雄市小港區沿海一路377號","1","養護型機構","<year=104&class=2>","","??07-8071593","無","無","無","True","49","49","0","0",
"高雄市私立瑞翁養護之家","高雄市","小港區","水秀路35號1樓","高雄市小港區水秀路35號1樓","1","養護型機構","<year=103&class=3>","","?07-8038600","?07-8039368","無","?rui.weng@msa.hinet.net","True","46","46","0","0",
"高雄市私立松霖老人養護中心","高雄市","鳳山區","經武路156號","高雄市鳳山區經武路156號","1","養護型機構","<year=103&class=3>","","?07-7425829","?07-7425839","無","?a0920190992@gmail.com","True","36","36","0","0",
"高雄市私立鳳新老人養護中心","高雄市","鳳山區","南京路391巷1號","高雄市鳳山區南京路391巷1號","1","養護型機構","<year=103&class=2>","","?07-7663348","?07-7661304","無","?aa42010649@yahoo.com.tw","True","30","30","0","0",
"高雄市私立安祥老人養護中心","高雄市","鳳山區","南京路49巷6號","高雄市鳳山區南京路49巷6號","1","養護型機構","<year=103&class=2>","","?07-7663456.07-7675678","?07-7667059","無","?ann.t713300@msa.hinet.net","True","48","48","0","0",
"高雄市私立永虹老人養護中心","高雄市","鳳山區","三民路94號","高雄市鳳山區三民路94號","1","養護型機構","<year=103&class=3>","","?07-7903066","?07-7475676","無","?ev8268@yahoo.com.tw","True","29","29","0","0",
"高雄市私立長松老人養護中心","高雄市","鳳山區","五權路97號","高雄市鳳山區五權路97號","1","養護型機構","<year=103&class=3>","","?07-7460957","?07-7460956","無","?longgreen97@gmail.com","True","22","22","0","0",
"高雄市私立宏亞長期照顧中心(養護型)","高雄市","鳳山區","五甲三路12號","高雄市鳳山區五甲三路12號","1","養護型機構","無","3","?07-8211218","?07-8110576","無","?zilin0824@yahoo.com.tw","True","48","48","0","0",
"高雄市私立愛家輩老人長期照顧中心(養護型)","高雄市","鳳山區","中山西路127號1、2樓","高雄市鳳山區中山西路127號1、2樓","1","養護型機構","無","3","07-7479992","無","無","無","True","38","38","0","0",
"高雄市私立快樂家族老人長期照顧中心（養護型）","高雄市","鳳山區","經武路85之20號","高雄市鳳山區經武路85之20號","1","養護型機構","<year=103&class=3>","","?07-7475675","?07-7451242","無","?ev8268@yahoo.com.tw","True","40","40","0","0",
"高雄市私立真善美老人長期照顧中心（養護型）","高雄市","鳳山區","經武路85之21號","高雄市鳳山區經武路85之21號","1","養護型機構","<year=102&class=3>","","?07-7482383","?07-7451242","無","?ev8268@yahoo.com.tw","True","33","33","0","0",
"高雄市私立青園老人長期照顧中心（養護型）","高雄市","鳳山區","鳳頂路56號","高雄市鳳山區鳳頂路56號","1","養護型機構","<year=104&class=2>","","?07-7969090","?07-7969880","無","?tequila0367@yahoo.com.tw","True","48","48","0","0",
"高雄市私立康齡老人養護中心","高雄市","鳳山區","中山東路559號","高雄市鳳山區中山東路559號","1","養護型機構","<year=104&class=3>","","?07-7025536","?07-7025543","無","?a7025536@kimo.com","True","44","44","0","0",
"高雄市私立信展老人養護中心","高雄市","鳳山區","光復路6號","高雄市鳳山區光復路6號","1","養護型機構","<year=103&class=3>","","?07-7482383","?07-7475676","無","?ev8268@yahoo.com.tw","True","45","45","0","0",
"高雄市私立亞禾老人養護中心","高雄市","鳳山區","中山東路251號","高雄市鳳山區中山東路251號","1","養護型機構","<year=103&class=3>","","?07-7021000","?07-7027267","無","?two13263624@gmail.com","True","49","49","0","0",
"高雄市私立成大老人養護中心","高雄市","鳳山區","南京路387巷2-1,2-2號","高雄市鳳山區南京路387巷2-1,2-2號","1","養護型機構","<year=104&class=3>","","?07-7663348","?07-7661304","http://1637.tw/07-7663348/ ","?aa42010649@gmail.com","True","34","34","0","0",
"高雄市私立文清老人養護中心","高雄市","鳳山區","文清街125巷16號","高雄市鳳山區文清街125巷16號","1","養護型機構","<year=103&class=2>","","07-7802669","無","無","無","True","30","30","0","0",
"高雄市私立親育園老人養護中心","高雄市","林園區","鳳林路3段127號","高雄市林園區鳳林路3段127號","1","養護型機構","<year=103&class=3>","","?07-6466535","?07-6467424","無","?youcome2000@yahoo.com.tw","True","43","43","0","0",
"高雄市私立福安老人養護中心","高雄市","大寮區","中正路3之1號","高雄市大寮區中正路3之1號","1","養護型機構","<year=103&class=3>","","?07-7816000","?07-7823867","無","?fuan925m@hotmail.com","True","46","46","0","0",
"財團法人台灣省私立高雄仁愛之家","高雄市","大寮區","後庄里民順街1號","高雄市大寮區後庄里民順街1號","1","養護型機構","<year=102&class=1>","","?07-7037380","?07-7019819","http://www.khja.org.tw","service@mail.khja.org.tw","True","398","346","0","52",
"高雄市私立慈安老人長期照顧中心(養護型)","高雄市","大寮區","中正路3之48號1樓","高雄市大寮區中正路3之48號1樓","1","養護型機構","<year=102&class=2>","","?07-7818088","?07-7823867","https://www.facebook.com/tzuan925m?_rdr=p","?fuan925m@hotmail.com","True","46","46","0","0",
"財團法人高雄市私立張簡秋風社會福利慈善事業基金會附設高雄市私立松喬老人養護中心","高雄市","大寮區","內坑里內坑路77-36號","高雄市大寮區內坑里內坑路77-36號","1","養護型機構","<year=102&class=2>","","?07-7830789","?07-7866798","http://best-care.myweb.hinet.net/","?sung.chiao@msa.hinet.net","True","110","110","0","0",
"財團法人高雄市私立永安老人養護中心","高雄市","大寮區","過溪里濃中街12號","高雄市大寮區過溪里濃中街12號","1","養護型機構","<year=102&class=2>","","?07-7881876","?07-7872747","無","?yungan2@yahoo.com.tw","True","45","45","0","0",
"高雄市私立真安老人長期照顧中心（養護型）","高雄市","大寮區","八德路570號1樓（含夾層）","高雄市大寮區八德路570號1樓（含夾層）","1","養護型機構","無","3","?07-7027779","無","https://www.facebook.com/jacz2014","?jacz2014@gmail.com","True","48","48","0","0",
"高雄市私立新樂園老人長期照顧中心（養護型）","高雄市","大樹區","姑山路19之2號1樓","高雄市大樹區姑山路19之2號1樓","1","養護型機構","<year=104&class=1>","","?07-6565228","?07-6566368","無","?s121314a@yahoo.com.tw","True","46","46","0","0",
"高雄市私立千葉老人養護中心","高雄市","大樹區","姑山里姑山路19之1號","高雄市大樹區姑山里姑山路19之1號","1","養護型機構","<year=102&class=1>","","?07-6565119","?07-6564618","無","?s121314a@YAHOO.COM.TW","True","46","46","0","0",
"高雄市私立菩心老人長期照顧中心（養護型）","高雄市","大社區","學府路196號","高雄市大社區學府路196號","1","養護型機構","<year=104&class=4>","","07-3561393","無","無","無","True","48","48","0","0",
"高雄市私立大灣家園老人長期照顧中心（養護型）","高雄市","仁武區","仁孝路450巷15號1-4樓","高雄市仁武區仁孝路450巷15號1-4樓","1","養護型機構","<year=103&class=2>","","?07-3746110","?07-3749379","無","?da.wan3746110@yahoo.com.tw","True","36","36","0","0",
"高雄市私立信愛老人養護中心","高雄市","仁武區","仁慈里仁慈路85巷18號","高雄市仁武區仁慈里仁慈路85巷18號","1","養護型機構","<year=102&class=3>","","?07-7356110","?07-7353687","無","?a7356110@yahoo.com.tw","True","32","32","0","0",
"高雄市明山慈安居老人養護中心","高雄市","仁武區","考潭里成功路5號","高雄市仁武區考潭里成功路5號","1","養護型機構","<year=104&class=1>","","?07-3722268","?07-3723668","https://www.facebook.com/TzuAnHome","?dbtah598@gmail.com","True","90","90","0","0",
"高雄市私立雪美老人養護中心","高雄市","仁武區","赤山里澄仁西街239號","高雄市仁武區赤山里澄仁西街239號","1","養護型機構","<year=103&class=2>","","?07-3727063","?07-3732097","無","?s519700@yahoo.com.tw","True","47","47","0","0",
"高雄市私立天恩老人長期照顧中心(養護型)","高雄市","仁武區","仁勇路95號","高雄市仁武區仁勇路95號","1","養護型機構","<year=104&class=3>","","?07-7334967","?07-7334968","無","","True","37","37","0","0",
"高雄市私立圓山老人養護中心","高雄市","鳥松區","圓山路27號","高雄市鳥松區圓山路27號","1","養護型機構","<year=103&class=3>","","?07-3709676","?07-3700292","無","?es3701985@yahoo.com.tw","True","24","24","0","0",
"財團法人高雄市私立宏仁老人長期照顧中心（養護型）","高雄市","鳥松區","神農路971巷96號1至2樓","高雄市鳥松區高雄市鳥松區神農路971巷96號1至2樓","1","養護型機構","無","3","?07-6512656","?07-6512659","無","?smallp_liang@yahoo.com.tw","True","60","60","0","0",
"高雄市私立健康老人長期照顧中心（養護型）","高雄市","鳥松區","鳥松里東山路橫一巷3號","高雄市鳥松區鳥松里東山路橫一巷3號","1","養護型機構","<year=104&class=2>","","?07-7324776","?07-7351356","無","?et711026@yahoo.com.tw","True","48","48","0","0",
"高雄市私立大同老人長期照顧中心（養護型）","高雄市","鳥松區","?埔里大同路8號","高雄市鳥松區?埔里大同路8號","1","養護型機構","<year=102&class=2>","","?07-7336188","?07-7330908","無","?chenshuhui970@yahoo.com.tw","True","49","49","0","0",
"高雄市私立慈善園老人養護中心","高雄市","鳥松區","大同路2之115號","高雄市鳥松區大同路2之115號","1","養護型機構","<year=103&class=2>","","07-7334113","無","無","無","True","44","44","0","0",
"高雄市私立博愛老人長期照顧中心（養護型）","高雄市","岡山區","阿公店路3段226號","高雄市岡山區阿公店路3段226號","1","養護型機構","<year=104&class=2>","","?07-6251515","?07-6251313","無","?boai2000@gmail.com","True","49","49","0","0",
"高雄市私立橋頭社區老人養護中心","高雄市","橋頭區","成功路8號","高雄市橋頭區成功路8號","1","養護型機構","<year=103&class=2>","","?07-6111108","?07-6121854","無","?chenshuhui970@yahoo.com.tw","True","49","40","9","0",
"高雄市私立泰和老人養護中心","高雄市","橋頭區","橋頭里成功路97號","高雄市橋頭區橋頭里成功路97號","1","養護型機構","<year=104&class=2>","","?07-6111128","?07-6123470","http://tryweb.gogo888.tw/eyingweb/taihecare/","?taiho.chang@msa.hinet.net","True","43","43","0","0",
"高雄市私立橋頭老人養護中心","高雄市","橋頭區","東林村公厝北路46號","高雄市橋頭區東林村公厝北路46號","1","養護型機構","<year=103&class=2>","","?07-6128510","?07-6127930","無","?chatotw@yahoo.com.tw","True","30","30","0","0",
"高雄市私立康欣老人長期照顧中心(養護型)","高雄市","燕巢區","安東街188號","高雄市燕巢區安東街188號","1","養護型機構","<year=102&class=2>","","?07-6141273","?07-6140136","www.ksyy.com.tw","?t18428603@yahoo.com.tw","True","49","49","0","0",
"財團法人高雄市私立淨覺社會福利基金會附設高雄市私立淨覺老人養護中心","高雄市","阿蓮區","復安里9鄰復安95之70號","高雄市阿蓮區復安里9鄰復安95之70號","1","養護型機構","<year=102&class=2>","","?07-6333720~21","07-6333722","http://ccswf.chingjou.org.tw/c4.html","?lichun0601@gmail.com","True","132","132","0","0",
"財團法人高雄市私立聖和社會福利慈善事業基金會附設高雄市私立聖和老人長期照顧中心（養護型）","高雄市","路竹區","鴨寮區保民路99巷36號","高雄市路竹區鴨寮區保民路99巷36號","1","養護型機構","<year=102&class=2>","","07-6071466","無","無","無","True","200","200","0","0",
"高雄市私立快樂家園老人長期照顧中心（養護型）","高雄市","路竹區","竹南里竹南街93號","高雄市路竹區竹南里竹南街93號","1","養護型機構","<year=102&class=2>","","?07-6960460","?07-6967805","無","?happy87887@yahoo.com.tw","True","46","46","0","0",
"高雄市私立永新老人長期照顧中心(養護型)","高雄市","路竹區","中華路436號","高雄市路竹區中華路436號","1","養護型機構","<year=101&class=2>","3","?07-6961085","?07-6962105","無","?minifang6536@yahoo.com.tw","True","48","48","0","0",
"高雄市私立怡園老人養護中心","高雄市","湖內區","中山路1段402巷8弄35號","高雄市湖內區中山路1段402巷8弄35號","1","養護型機構","<year=104&class=1>","","?07-6935989","?07-6932170","無","?wenshung0517@yahoo.com.tw","True","39","39","0","0",
"高雄市私立慈慧老人長期照顧中心（養護型）","高雄市","湖內區","田尾里中山路1段496巷300號","高雄市湖內區田尾里中山路1段496巷300號","1","養護型機構","<year=103&class=2>","","?07-6938505","?07-6938506","無","?coco2small@yahoo.com.tw","True","32","32","0","0",
"高雄市私立湖內老人養護之家","高雄市","湖內區","中正路１段３１５巷２２號","高雄市湖內區中正路１段３１５巷２２號","1","養護型機構","<year=104&class=2>","","?07-6990472","?07-6990474","無","?wenwen580217@yahoo.com.tw","True","47","47","0","0",
"財團法人高雄市私立合信興老人養護中心","高雄市","旗山區","旗南三路112之2號","高雄市旗山區旗南三路112之2號","1","養護型機構","<year=102&class=3>","","?07-6661236","?07-6663579","無","?joanpig2010@gmail.com","True","81","81","0","0",
"高雄市私立慈心老人養護中心","高雄市","旗山區","旗甲路1段215巷21號","高雄市旗山區旗甲路1段215巷21號","1","養護型機構","<year=103&class=3>","","?07-6613077","?07-6613577","https://sites.google.com/site/cixinresthome/","?linlin0301@yahoo.com.tw","True","40","40","0","0",
"財團法人高雄市私立日新老人長期照顧中心（養護型）","高雄市","美濃區","德興里忠孝路1段219號","高雄市美濃區德興里忠孝路1段219號","1","養護型機構","<year=104&class=2>","","?07-6815800","?07-6810832","www.zsin-care.com.tw","?andy1217@yahoo.com.tw","True","83","83","0","0",
"高雄市私立泰祥老人長期照顧中心(養護型)","高雄市","美濃區","泰中路207號1-2樓","高雄市美濃區泰中路207號1-2樓","1","養護型機構","<year=104&class=4>","","07-6822033","無","無","無","True","43","43","0","0",
"高雄市私立惠心老人養護之家","高雄市","美濃區","祿興里中興路1段49巷5號","高雄市美濃區祿興里中興路1段49巷5號","1","養護型機構","<year=103&class=3>","","?07-6850826","?07-6850898","無","?wa880321@yahoo.com.tw","True","49","49","0","0",
"高雄市私立吉園老人養護中心","高雄市","美濃區","吉和里四維50之1號","高雄市美濃區吉和里四維50之1號","1","養護型機構","<year=103&class=3>","","?07-6832379","?07-6830295","無","?linjufeng20071010@yahoo.com.tw","True","47","47","0","0",
"高雄市私立新效堂老人養護中心","高雄市","美濃區","獅山里獅山街35號","高雄市美濃區獅山里獅山街35號","1","養護型機構","<year=104&class=3>","","?07-6850588","?07-6850490","無","?s221904@yahoo.com.tw","True","22","22","0","0",
"高雄市私立愛欣老人養護中心","高雄市","美濃區","泰安路249巷2之1號","高雄市美濃區泰安路249巷2之1號","1","養護型機構","<year=103&class=2>","","?07-6813958","?07-6818372","無","?loveheartocc@yahoo.com.tw","True","34","34","0","0",
"財團法人高雄市私立愛心老人養護中心","高雄市","美濃區","泰安路249巷2之2號","高雄市美濃區泰安路249巷2之2號","1","養護型機構","<year=102&class=3>","","?07-6813958","?07-6818372","http://www.oorgtw.com.tw/oorgtw/","?loveheartocc@yahoo.com.tw","True","99","99","0","0",
"財團法人高雄市私立萃文書院社會福利慈善事業基金會附設高雄市私立萃文佛恩養護院","高雄市","內門區","觀亭里番子路16之10號","高雄市內門區觀亭里番子路16之10號","1","養護型機構","<year=102&class=2>","","?07-6672888","?07-6671678","www.tsui-wen.com.tw","?jw940726@yahoo.com.tw","True","180","180","0","0",
"新北市私立皖美老人長期照顧中心(養護型)","新北市","板橋區","四川路2段16巷1號8樓","新北市板橋區四川路2段16巷1號8樓","1","養護型機構","<year=104&class=2>","","02-26933978","無","無","sunrise852@sparqnet.net","True","47","47","0","0",
"新北市私立康達老人長期照顧中心（養護型）","新北市","板橋區","大觀路3段220巷22號2~6樓","新北市板橋區大觀路3段220巷22號2~6樓","1","養護型機構","<year=103&class=3>","","02-26878791","02-26879131","http://www.condar.twyh.tw/","kang dar@msa.hinet.net","True","47","47","0","0",
"新北市私立松和老人長期照顧中心(養護型)","新北市","板橋區","大觀路3段236號7樓","新北市板橋區大觀路3段236號7樓","1","養護型機構","<year=103&class=3>","","02-26823337","02-86875927","http://www.song-elderly.com.tw/","Cholong_li@yahoo.com.tw","True","46","46","0","0",
"新北市私立松林老人長期照顧中心(養護型)","新北市","板橋區","大觀路3段236號7號之2","新北市板橋區大觀路3段236號7號之2","1","養護型機構","無","3","02-29222175","無","無","Cholong_li@yahoo.com.tw","True","41","41","0","0",
"新北市私立春天老人長期照顧中心(養護型)","新北市","板橋區","大觀路3段236號8樓","新北市板橋區大觀路3段236號8樓","1","養護型機構","<year=104&class=3>","","02-26841858","02-26841859","http://www.spring2785.com/","spring278540@yahoo.com.tw","True","49","49","0","0",
"新北市私立祥永老人長期照顧中心(養護型)","新北市","板橋區","中山路一段206巷6號3樓","新北市板橋區中山路一段206巷6號3樓","1","養護型機構","<year=104&class=3>","","02-89535859","無","無","Dace5433@gmail.com","True","49","49","0","0",
"新北市私立祥寶老人養護中心","新北市","板橋區","中山路一段206巷6號1-2樓","新北市板橋區中山路一段206巷6號1-2樓","1","養護型機構","<year=104&class=2>","","02-26451001-4","無","無","adijj7073@yahoo.com.tw","True","49","49","0","0",
"新北市私立祥好尊榮老人養護中心","新北市","板橋區","中山路一段206巷6號4樓","新北市板橋區中山路一段206巷6號4樓","1","養護型機構","<year=104&class=3>","","02-29540868","無","無","adijj7073@yahoo.com.tw","True","49","49","0","0",
"新北市私立祥弘老人養護中心","新北市","板橋區","中山路一段206巷6號5樓","新北市板橋區中山路一段206巷6號5樓","1","養護型機構","<year=104&class=2>","","02-89533339","無","無","adijj7073@yahoo.com.tw","True","38","38","0","0",
"新北市私立頤和老人養護中心","新北市","板橋區","三民路1段89號5樓","新北市板橋區三民路1段89號5樓","1","養護型機構","<year=104&class=5>","","02-29231336","無","無","eher.home@msa.hinet.net","True","18","18","0","0",
